SampleID,k__Archaea|p__Euryarchaeota,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Candidatus_Saccharibacteria,k__Bacteria|p__Deferribacteres,k__Bacteria|p__Firmicutes,k__Bacteria|p__Fusobacteria,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Spirochaetes,k__Bacteria|p__Synergistetes,k__Bacteria|p__Verrucomicrobia,k__Eukaryota|p__Ascomycota
CCIS00146684ST-4-0,0.0,10.37668,18.32385,0.00201,0.0,68.93672,0.0,0.69455,0.0,0.0,1.6662,0.0
CCIS00281083ST-3-0,0.14833,0.0,72.7124,0.0,0.0,26.970119999999998,0.0,0.04117,0.0,0.0,0.10657,0.02143
CCIS02124300ST-4-0,0.0,5.907000000000002,12.87648,0.0,0.0,78.51597000000002,0.0,2.0133900000000002,0.0,0.0,0.6872199999999999,0.0
CCIS02379307ST-4-0,0.04584,0.0014199999999999998,51.574010000000015,0.0,0.0,46.87890999999999,0.48234,0.7448,0.0,0.0,0.27271,0.0
CCIS03473770ST-4-0,6.19242,2.7849299999999997,21.723039999999997,0.0016300000000000002,0.0,65.97425000000005,0.0,1.70885,0.0,0.0,1.61489,0.0
CCIS06260551ST-3-0,49.058170000000004,0.47807,12.947480000000002,0.0,0.0,28.7935,0.0,8.30086,0.0,0.0,0.42193,0.0
CCIS07539127ST-4-0,3.53105,5.49611,36.58308,0.00279,0.0,52.858869999999996,0.0,0.8091600000000001,0.0,0.0,0.71895,0.0
CCIS07648107ST-4-0,0.35795,5.0869,39.93963,0.0,0.0,53.184899999999985,0.0,1.4305700000000001,0.0,0.0,0.0,0.0
CCIS08668806ST-3-0,4.10101,0.72865,36.73179,0.0,0.0,57.95406999999999,0.0,0.43905,0.0,0.0,0.04541,0.0
CCIS09568613ST-4-0,0.88997,12.63204,23.95275,0.0,0.0,39.38647000000001,0.0,21.5466,0.0,0.0,1.59217,0.0
CCIS10793554ST-4-0,0.00742,0.25739999999999996,12.874859999999998,0.0,0.0,86.61194999999998,0.0,0.2484,0.0,0.0,0.0,0.0
CCIS11015875ST-4-0,4.41946,7.8854500000000005,32.802299999999995,0.0,0.0,45.23638000000002,1.25816,7.20296,0.00565,0.0,1.1862700000000002,0.00332
CCIS11354283ST-4-0,2.5967499999999997,5.0386299999999995,15.860719999999995,0.0,0.0,73.86260000000003,0.01726,1.115,0.0,0.0,1.5090299999999999,0.0
CCIS11558985ST-4-0,0.0,0.10325999999999999,71.75611,0.0,0.0,26.304830000000006,0.0,1.79438,0.0,0.0,0.0414,0.0
CCIS12370844ST-4-0,0.09316,0.33565,23.057379999999995,0.0,0.0,34.35239,41.906240000000004,0.0,0.0,0.0,0.25519000000000003,0.0
CCIS12656533ST-4-0,13.97543,3.72742,17.58653,0.006229999999999999,0.0,35.02487000000001,0.0,0.6689199999999998,0.0,0.0,29.010640000000002,0.0
CCIS13047523ST-4-0,0.00754,0.13713999999999998,30.30566999999999,0.01474,0.0,68.98946000000001,0.0,0.54544,0.0,0.0,0.0,0.0
CCIS14449628ST-4-0,0.0,0.43383,47.203529999999986,0.0,0.0,46.675689999999996,0.10761,3.3710500000000003,0.030289999999999997,0.0,0.0,2.1780399999999998
CCIS15704761ST-4-0,0.0,0.26331,0.04623000000000001,0.0028,0.0,95.63152000000002,0.07367,3.97879,0.0,0.0,0.0,0.00366
CCIS15794887ST-4-0,0.00483,13.874490000000002,26.222839999999994,0.0,0.0,59.22631,0.0,0.67152,0.0,0.0,0.0,0.0
CCIS16326685ST-4-0,0.0,15.527170000000002,38.905939999999994,0.0,0.0,33.70528,0.0,0.2992,0.0,0.0,11.56245,0.0
CCIS16383318ST-4-0,0.0,2.10858,23.058780000000002,0.0,0.0,70.92820999999995,0.00054,3.9038900000000005,0.0,0.0,0.0,0.0
CCIS16561622ST-4-0,0.0,1.57142,39.29007,0.0012900000000000001,0.0,57.63573,0.0,0.70863,0.0,0.0,0.79284,0.0
CCIS17669415ST-4-0,0.01017,7.517610000000001,9.786979999999994,0.02932,0.0,80.89046,0.02674,0.9243300000000001,0.0,0.0,0.81438,0.0
CCIS21126322ST-4-0,3.2785,0.91685,11.927449999999997,0.0009699999999999999,0.0,83.00181999999998,0.0,0.25207,0.0,0.0,0.62233,0.0
CCIS21278152ST-4-0,11.39075,1.1010900000000001,11.720559999999997,0.0,0.0,74.75817,0.08909,0.31301,0.0,0.0,0.62735,0.0
CCIS22906510ST-20-0,0.00135,1.83694,28.249879999999997,0.0,0.0,60.94787000000001,2.69645,0.40994,0.0,0.0,5.85759,0.0
CCIS22958137ST-20-0,0.09402999999999999,0.8262299999999999,41.07802,0.00448,0.0,54.44528000000001,0.10332000000000001,2.26005,0.0,0.0,1.18864,0.0
CCIS23164343ST-4-0,0.0,4.992020000000002,0.97175,0.0,0.0,91.10307999999999,0.0,2.4266300000000003,0.0,0.0,0.50516,0.00137
CCIS24254057ST-4-0,0.00105,2.32743,60.260549999999995,0.0,0.00143,12.63098,0.0,0.07212,0.0,0.04124,24.665229999999998,0.0
CCIS24898163ST-4-0,0.0,3.8088800000000003,25.7395,0.0,0.0,34.05030000000001,0.0,35.70136,0.0,0.0,0.03951,0.6604399999999999
CCIS25399172ST-4-0,0.94166,0.48841000000000007,25.6127,0.0,0.0,44.14275000000001,0.0,2.11526,0.0,0.0,26.61376,0.08546000000000001
CCIS27304052ST-3-0,7.027489999999999,0.0,18.05659,0.0,0.0,73.74308999999995,0.0,0.61354,0.0,0.0,0.5593,0.0
CCIS29210128ST-4-0,0.0,1.43078,35.75648,0.0,0.0,58.943799999999996,1.6389799999999999,1.1619899999999999,0.0,0.0,1.04925,0.01872
CCIS29688262ST-20-0,0.07095,6.8735100000000005,3.8329099999999996,0.00323,0.0,88.99148999999996,0.0,0.14411,0.0,0.0,0.0838,0.0
CCIS31434951ST-20-0,4.47256,2.24367,10.657969999999999,0.0,0.0,80.47675999999998,0.0,1.76209,0.0,0.0,0.38697,0.0
CCIS32105356ST-4-0,4.21848,1.02196,38.06562,0.0,0.0,55.10363000000001,0.0,0.86469,0.0,0.0,0.70897,0.01668
CCIS32452666ST-4-0,0.9512799999999999,1.2079499999999999,18.85662,0.0014,0.0,76.78475999999996,0.00893,2.1857499999999996,0.0,0.0,0.0033,0.0
CCIS33816588ST-4-0,15.49568,2.10489,29.828949999999995,0.022920000000000003,0.0,50.48416999999999,0.46075,1.0212500000000002,0.0,0.0,0.58143,0.0
CCIS34055159ST-4-0,0.0,0.70909,6.99085,0.0,0.0,43.350269999999995,0.02017,48.91216,0.0,0.0,0.0042,0.013250000000000001
CCIS35092938ST-4-0,0.0,2.7348600000000003,19.91833,0.0,0.0,77.13131,0.0,0.20647000000000001,0.0,0.0,0.009009999999999999,0.0
CCIS35100175ST-4-0,3.5798400000000004,0.46497000000000005,39.530249999999995,0.0,0.0,53.35113999999999,1.01478,2.0506100000000007,0.0,0.0,0.008440000000000001,0.0
CCIS36699628ST-4-0,0.0,14.207990000000002,4.365120000000001,0.0,0.0,66.11573,0.0,15.311240000000002,0.0,0.0,0.0,0.0
CCIS36797902ST-4-0,34.36479,10.7405,26.811909999999994,0.0,0.0,15.19456,0.0,2.34685,0.0,0.0,10.54143,0.0
CCIS37250421ST-4-0,0.0,0.29648,20.33203,0.0,0.0,75.74121,0.0,3.62252,0.0,0.0,0.0,0.00775
CCIS38765456ST-20-0,11.39066,1.8139900000000002,19.36448,0.022690000000000002,0.0,65.06849000000001,0.12410999999999998,2.1563300000000005,0.0,0.0,0.05923,0.0
CCIS40244499ST-3-0,0.0,0.03843,49.73856000000001,0.00317,0.0,33.54135,15.147479999999998,1.5310000000000001,0.0,0.0,0.0,0.0
CCIS41288781ST-4-0,0.0,26.780900000000003,28.805120000000002,0.0,0.0,34.376120000000014,0.0,9.944429999999999,0.0,0.0,0.06594,0.027469999999999998
CCIS41548810ST-4-0,0.34759,5.404910000000001,41.64468999999999,0.0,0.0,48.78029999999999,0.0,2.8155900000000003,0.0,0.0,0.9179799999999999,0.08893999999999999
CCIS41692898ST-4-0,0.0,15.35962,22.61075,0.0,0.0,61.00788,0.0,1.0217399999999999,0.0,0.0,0.0,0.0
CCIS41806458ST-4-0,6.3407599999999995,0.63905,3.6747099999999997,0.0,0.0,87.91435999999999,0.0,0.39226,0.0,0.0,1.03885,0.0
CCIS44093303ST-4-0,0.0,1.4775600000000002,47.21826000000001,0.0,0.0,50.555130000000005,0.0,0.7461500000000001,0.0,0.0,0.0029,0.0
CCIS44676181ST-4-0,0.0,3.14755,5.311489999999999,0.0,0.0,89.58807999999999,0.0,0.28353,0.0,0.0,1.66937,0.0
CCIS44743950ST-4-0,0.12043,1.39623,29.456710000000008,0.0,0.0,66.76939000000002,0.0,2.19275,0.0,0.0,0.06452000000000001,0.0
CCIS45571137ST-3-0,0.8024600000000001,0.12409,25.347189999999998,0.0,0.0,73.48867000000003,0.0,0.07036,0.0,0.0,0.0,0.16721
CCIS46047672ST-4-0,0.56367,0.6916599999999999,37.118249999999996,0.0,0.0,56.142410000000005,0.0,4.709230000000001,0.0,0.0,0.77474,0.0
CCIS46467422ST-4-0,0.0,4.46404,85.98994,0.0,0.0,9.276800000000001,0.0,0.26921999999999996,0.0,0.0,0.0,0.0
CCIS47284573ST-4-0,7.63435,6.430079999999999,31.720150000000007,0.0,0.0,52.75941999999999,0.0,0.56962,0.0,0.0,0.8864,0.0
CCIS48174381ST-4-0,0.07534,2.7173499999999997,24.42412999999999,0.0,0.0,69.42501,0.0,2.48143,0.0,0.0,0.8767799999999999,0.0
CCIS48507077ST-4-0,0.05801,0.6822699999999999,51.72822999999999,0.02061,0.0,45.29468999999999,0.013999999999999999,2.01213,0.0,0.0,0.19008,0.0
CCIS48579360ST-4-0,3.1590599999999998,0.30202999999999997,36.758100000000006,0.0,0.0,59.24478999999999,0.0,0.22108,0.0,0.0,0.31487,0.0
CCIS48725289ST-4-0,0.0,0.91647,19.589549999999992,0.0,0.0,76.47165999999997,0.0,2.8982099999999997,0.0,0.0,0.12409,0.0
CCIS50003399ST-4-0,0.0,9.7387,16.046100000000003,0.0,0.0,73.99911000000003,0.0,0.19822,0.0,0.0,0.01789,0.0
CCIS50148151ST-4-0,0.0,0.74662,40.00048999999999,0.0,0.0,59.019220000000004,0.0,0.18016,0.0,0.053489999999999996,0.0,0.0
CCIS50369211ST-20-0,0.0,26.93674,0.058499999999999996,0.0,0.0,72.7405,0.0,0.26428,0.0,0.0,0.0,0.0
CCIS50471204ST-4-0,2.32554,1.22486,18.684199999999997,0.00049,0.0,76.38438,0.0,0.8538499999999999,0.0,0.0,0.52669,0.0
CCIS51595129ST-4-0,1.28275,0.9463999999999999,19.43901,0.0,0.0,77.93229000000001,0.0,0.39547,0.0,0.0,0.0041,0.0
CCIS52370277ST-4-0,0.14223,3.05727,37.51603,0.0,0.0,53.703269999999996,0.0,3.4589899999999996,0.0,0.0,2.12226,0.0
CCIS53043478ST-4-0,4.78599,3.60339,44.85303,0.0,0.0,45.76492,0.34421,0.64844,0.0,0.0,0.0,0.0
CCIS53355328ST-4-0,11.99808,4.92476,30.752910000000004,0.0,0.0,45.33712,0.13280999999999998,0.31610000000000005,0.0,0.0,6.53822,0.0
CCIS53557295ST-4-0,0.03358,15.42296,23.817869999999996,0.0,0.0,58.252299999999984,0.0,0.90045,0.0,0.0,1.57287,0.0
CCIS54027808ST-4-0,0.08576,3.1291300000000004,20.314180000000004,0.0,0.0,76.07337999999997,0.0,0.39749,0.0,0.0,0.0,0.0
CCIS55230578ST-4-0,6.4314,2.1536700000000004,20.661019999999997,0.01838,0.0,66.56745,0.0,4.15736,0.0,0.0,0.01066,0.0
CCIS55531770ST-4-0,0.0,0.6194299999999999,29.687050000000003,0.0,0.0,69.21087,0.0,0.029830000000000002,0.0,0.0,0.4528,0.0
CCIS58234805ST-4-0,0.68035,0.98353,14.552579999999999,0.0,0.0,71.64258,7.351509999999999,0.78771,0.0,0.0,4.00169,0.0
CCIS59132091ST-4-0,5.33614,4.11318,0.5645,0.00918,0.0,88.67973000000008,0.0,0.1577,0.0,0.0,1.1395899999999999,0.0
CCIS59903910ST-4-0,0.0,1.32874,17.174300000000002,0.0,0.0,77.36542,0.01125,4.120309999999999,0.0,0.0,0.0,0.0
CCIS61287323ST-4-0,0.13594,1.09206,22.984740000000002,0.0009699999999999999,0.0,53.253199999999985,0.7474799999999999,21.7374,0.0,0.0,0.0482,0.0
CCIS62605362ST-3-0,3.2886800000000003,0.76453,37.04609000000001,0.0,0.0,56.53302999999999,0.00366,2.3640399999999997,0.0,0.0,0.0,0.0
CCIS62794166ST-4-0,3.9748099999999997,1.06143,50.129580000000004,0.0,0.0,35.806230000000006,0.0,6.83037,0.0,0.0,2.1975700000000002,0.0
CCIS63468405ST-4-0,0.00719,1.8910500000000001,28.469119999999997,0.012899999999999998,0.0,52.307719999999996,0.0,13.933300000000001,0.0,0.00987,3.3688599999999997,0.0
CCIS63910149ST-4-0,0.0,2.73601,13.860199999999999,0.0,0.0,82.23705999999999,0.0,0.25984,0.01677,0.0,0.89008,0.0
CCIS64773582ST-4-0,1.9908800000000002,0.5323899999999999,46.76965999999999,0.0,0.0,47.78315,0.0,2.9103799999999995,0.0,0.0,0.01355,0.0
CCIS64785924ST-20-0,1.28541,14.82962,8.973230000000001,0.0,0.0,67.51642000000001,0.0,0.08602,0.0,0.0,7.309360000000001,0.0
CCIS65479369ST-4-0,0.0,6.74192,19.13495,0.0,0.0,62.36161000000001,10.45737,1.30415,0.0,0.0,0.0,0.0
CCIS70398272ST-4-0,0.0,2.3635000000000006,36.4244,0.0,0.0,61.064530000000005,0.0,0.14755000000000001,0.0,0.0,0.0,0.0
CCIS71301801ST-4-0,0.0,0.21246999999999996,53.40834000000001,0.0,0.0,45.00641,0.01975,1.3403,0.0,0.0,0.01278,0.0
CCIS71578391ST-4-0,1.80844,2.29419,17.03878,0.0008699999999999999,0.0,78.40204,0.0,0.42055000000000003,0.0,0.0,0.03461,0.00045999999999999996
CCIS72607085ST-4-0,0.0,0.85842,41.95211000000001,0.0,0.0,32.89007,0.0,10.290930000000001,0.0,0.0,13.61341,0.39508
CCIS74239020ST-4-0,0.017689999999999997,2.76787,19.34081,0.0,0.0,77.55266,0.0,0.30771000000000004,0.0,0.0,0.01323,0.0
CCIS74726977ST-3-0,3.13579,0.42249,27.984200000000005,0.00635,0.0,67.08786999999998,0.0,1.3632999999999997,0.0,0.0,0.0,0.0
CCIS76563044ST-4-0,1.2084,3.34806,22.818059999999996,0.0,0.0,72.40016999999999,0.0,0.2215,0.0,0.0,0.00381,0.0
CCIS76845094ST-20-0,0.00161,0.19374999999999998,24.90939,0.0,0.0,73.21497000000001,0.16917000000000001,1.50017,0.0,0.0,0.0017,0.00926
CCIS77252613ST-4-0,0.02171,3.0406199999999997,33.44771,0.0,0.0,62.29367,0.31974,0.8679000000000001,0.0,0.0,0.00857,0.0
CCIS78100604ST-4-0,0.0,5.14582,24.07343999999999,0.0,0.0,69.78238999999999,0.0,0.9983000000000001,0.0,0.0,0.0,0.0
CCIS78318719ST-4-0,3.7942600000000004,2.5362199999999997,10.67173,0.0,0.0,77.24922000000001,0.0,5.46102,0.0,0.0,0.0069299999999999995,0.28063000000000005
CCIS79210440ST-3-0,10.13883,0.0,28.63982,0.0,0.0,55.116360000000014,0.0,5.80634,0.0,0.0,0.29865,0.0
CCIS80834637ST-4-0,0.05404,0.6756499999999999,38.44065,0.0,0.0,59.99709,0.0,0.7382799999999999,0.0,0.0,0.09433,0.0
CCIS81139242ST-4-0,0.0,3.17186,19.883910000000004,0.0,0.0,76.73981999999997,0.0,0.18242,0.02167,0.0,0.0,0.00029
CCIS81710917ST-20-0,17.96421,30.69424,9.309429999999995,0.0,0.0,37.18171,0.0,4.6130700000000004,0.0,0.11035,0.12700999999999998,0.0
CCIS81887263ST-4-0,5.61908,1.62936,25.27435,0.0,0.0,63.09195000000001,0.0,1.6988299999999996,0.0,0.0,2.68641,0.0
CCIS82507866ST-3-0,1.1574799999999998,0.02084,37.22623,0.0,0.0,61.388160000000006,0.0,0.20726999999999998,0.0,0.0,0.0,0.0
CCIS82944710ST-20-0,0.06326999999999999,3.2532500000000004,10.65727,0.0,0.0,85.78071999999999,0.0,0.13121,0.0,0.0,0.11425999999999999,0.0
CCIS83445808ST-4-0,0.00976,1.31528,18.12773,0.010100000000000001,0.0,77.40135,0.0,3.02408,0.0,0.0,0.059579999999999994,0.05212000000000001
CCIS83870198ST-4-0,0.03827,2.9572000000000003,35.21014,0.0,0.0,56.61241,0.0,1.63472,0.0,0.0,2.17849,1.3688299999999998
CCIS84543192ST-4-0,0.28126,4.81967,50.9205,0.0,0.0,39.08661,0.0,1.70273,0.0,0.0,3.18926,0.0
CCIS85214191ST-3-0,0.0,0.017070000000000002,69.35448,0.0,0.0,28.13618,0.0,2.4922500000000003,0.0,0.0,0.0,0.0
CCIS87116798ST-4-0,10.72833,0.6745099999999999,22.156879999999997,0.0,0.0,64.29596000000002,0.03899,1.30241,0.0,0.0,0.80294,0.0
CCIS87167916ST-4-0,0.14675,2.8901200000000005,24.45922,0.0,0.0,31.83148,0.0,38.13824,0.0,0.72424,1.8099900000000002,0.0
CCIS87252800ST-4-0,0.0,2.84744,68.31626,0.0,0.0,25.626079999999995,0.0,3.14523,0.0,0.0,0.0,0.06498999999999999
CCIS90164298ST-4-0,2.32081,15.79881,11.553600000000001,0.01099,0.0,68.88655000000001,0.0,0.32904,0.0,0.0,1.10018,0.0
CCIS91228662ST-4-0,0.00593,0.16155999999999998,57.69286999999999,0.0,0.0,39.44365,0.54064,2.1053100000000002,0.0,0.0,0.05001,0.0
CCIS93040568ST-20-0,0.0,6.24367,28.872870000000006,0.0,0.0,64.65916999999999,0.0,0.2243,0.0,0.0,0.0,0.0
CCIS94417875ST-3-0,30.542790000000004,1.3631900000000001,19.883960000000002,0.0,0.0,46.73891,0.0,0.12933,0.0,0.0,1.34185,0.0
CCIS94496512ST-4-0,0.0,8.95008,23.958920000000003,0.0,0.0,64.92997000000001,0.0,2.0707999999999998,0.0,0.0,0.09025,0.0
CCIS95097901ST-4-0,0.041639999999999996,6.440420000000001,20.621520000000004,0.0,0.0,71.35957,0.0,1.5223,0.0,0.0,0.0022,0.01235
CCIS95409808ST-4-0,6.59835,5.517119999999999,2.55694,0.0,0.0,83.70471000000003,0.0,1.6206200000000002,0.00234,0.0,0.0,0.0
CCIS96387239ST-4-0,0.0,14.6744,47.559529999999995,0.0,0.0,37.31659,0.0,0.44952000000000003,0.0,0.0,0.0,0.0
CCIS98482370ST-3-0,0.0,0.04387,44.71862000000001,0.0,0.0,55.077810000000014,0.0,0.15974000000000002,0.0,0.0,0.0,0.0
CCIS98512455ST-4-0,0.17495,1.83785,37.43174,0.01126,0.0,55.98170000000001,0.0,4.5625599999999995,0.0,0.0,0.0,0.0
CCIS98832363ST-4-0,0.08996000000000001,5.905950000000001,33.279430000000005,0.0,0.0,49.45826,0.00109,0.73254,0.0,0.0,10.53277,0.0
