SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales,k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales,k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales,k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales,k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales,k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales,k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales,k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales
MH0066,0.16828,0.0,0.0,0.0,3.8031400000000004,0.5517299999999999,0.0,45.883019999999995,0.0,0.0,0.0,0.0,0.0,0.047439999999999996,0.0,0.00571,45.76162,0.0,0.034629999999999994,0.08528,0.0,0.0,0.0,0.60072,0.0,0.0,0.59254,0.0,0.0,0.0,0.0,0.02742,0.0,0.00939,0.0,0.0,0.0,0.0,0.0,0.0,2.42909,0.0,0.0
MH0067,0.0,0.0,0.00527,0.0,0.6883,0.31622,0.0,60.51661999999999,0.08651,0.0,0.0,0.0,0.0,0.00573,0.0,0.033530000000000004,30.83712,0.0,0.0346,4.570939999999999,0.0,0.0,0.0,2.47908,0.0,0.0,0.3154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11026,0.0,0.00041
MH0068,0.0,0.0,0.0,0.0,0.67299,0.49724999999999997,0.0,48.9224,0.0,0.0,0.0,0.0,0.0,0.009729999999999999,0.0,0.04747,37.65089000000001,0.0,0.8688100000000001,9.27667,0.0,0.0,0.0,0.44048000000000004,0.0,0.02891,1.03782,0.0,0.0,0.0,0.0,0.22716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31456999999999996,0.00487,0.0
MH0069,0.0,0.0,0.00315,0.0,3.4457199999999997,0.31482000000000004,0.003,22.98563,0.00517,0.0,0.0,0.0,0.0,0.00685,0.0,0.0507,72.11257,0.0,0.28729,0.08798,0.0,0.0,0.0,0.32437,0.0,0.0,0.36211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MH0070,0.1329,0.00389,0.0,0.01299,0.52151,0.13574,0.0,33.516119999999994,0.02447,0.02053,0.0,0.0,0.0,0.02162,0.0,0.4147,61.50828000000001,0.0,0.02801,1.7724199999999999,0.0,0.0,0.0,1.0980499999999997,0.01292,0.0,0.5005299999999999,0.0,0.0,0.0,0.0,0.05125,0.0,0.08959,0.0,0.0,0.0,0.0,0.0,0.0,0.13446,0.0,0.0
MH0071,0.12814,0.0,0.0,0.0,2.0327599999999997,0.37151000000000006,0.0,41.00752000000001,0.0,0.013680000000000001,0.0,0.0,0.005529999999999999,0.007240000000000001,0.0,0.19353999999999996,52.44892999999999,0.0,0.07312,0.09586,0.0,0.0,0.0,0.35586,0.0,0.0,0.36351999999999995,0.0,0.0,0.0,0.0,0.80467,0.0,0.0,0.02255,0.0,0.0,0.0,0.0,0.0,2.07555,0.0,0.0
MH0072,0.0,0.0,0.01183,0.0,0.7649300000000001,0.16258,0.0,31.145410000000002,0.01942,0.08753999999999999,0.0,0.0,0.0,0.01286,0.0,0.55459,53.541,0.0,0.040459999999999996,9.600950000000003,0.00748,0.0,0.0,0.15598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07085000000000001,0.0,3.82411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MH0073,0.0,0.0,0.0,0.00161,0.63303,0.48640999999999995,0.0,39.11253000000002,0.09593,0.03828,0.0,0.0,0.0,0.0,0.0,0.9371099999999999,42.41448,0.0,0.8814500000000002,9.150590000000001,0.015040000000000001,0.0,0.01085,2.17728,0.08546000000000001,0.0,0.05285,0.00298,0.0,0.0,0.0,0.08263,0.0,3.775460000000001,0.01237,0.00535,0.0,0.0,0.0,0.0,0.02307,0.0,0.00528
MH0074,0.0,0.0,0.045919999999999996,0.0,0.58791,0.7164500000000001,0.0,65.07895,0.0,0.00231,0.0,0.0,0.0,0.0111,0.0,0.030330000000000003,23.379499999999997,0.0,0.28254,7.500350000000001,0.0,0.0,0.0,2.1969200000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04413,0.0,0.0
MH0075,0.14823999999999998,0.0,0.0,0.0,0.8836399999999999,0.15804,0.0,26.014309999999995,0.007640000000000001,0.0,0.0,0.0,0.0,0.02531,0.0,0.01658,69.1911,0.0,0.04045,0.7779100000000001,0.0,0.0,0.0,1.95926,0.0,0.0,0.06470000000000001,0.0,0.0,0.0,0.0,0.19588,0.0,0.014719999999999999,0.00945,0.01365,0.0,0.0,0.0,0.0,0.47913999999999995,0.0,0.0
MH0076,0.0,0.0,0.0,0.0,0.45305,0.46492999999999995,0.0,50.198250000000016,0.0187,0.0,0.0,0.0,0.0,0.0,0.0,1.10959,47.02851,0.0,0.053270000000000005,0.14103,0.0,0.0,0.0,0.23256,0.0,0.0,0.030780000000000002,0.0366,0.0,0.0,0.0,0.12414000000000001,0.0,0.07707,0.0,0.0,0.0,0.0,0.0,0.0,0.03155,0.0,0.0
MH0077,0.051660000000000005,0.0,0.00656,0.0,0.8567100000000001,0.039349999999999996,0.0,37.272450000000006,0.0,0.01097,0.0,0.0,0.007409999999999999,0.01941,0.0,0.12931,51.25309,0.0,0.3946700000000001,8.34749,0.0,0.0,0.0,1.46146,0.0,0.0,0.12830999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.01463,0.0,0.006540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MH0078,0.021900000000000003,0.0,0.0,0.0,0.25472,0.07925,0.0,60.62356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94678,29.41543,0.0,1.10084,5.94983,0.0,0.0,0.0,0.6767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06311,0.0,0.8651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028
MH0079,1.93665,0.0,0.0,0.0058200000000000005,0.00299,0.19466,0.0,43.79796999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.85713,0.0,0.41211000000000003,0.0686,0.0,0.0,0.0,0.31625000000000003,0.0,0.0,0.5492,0.0,0.0,0.0,0.0,4.85747,0.0,0.00115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MH0080,0.0,0.0,0.00838,0.00489,0.0,0.18254,0.0,39.67136,0.0,0.0,0.0,0.0,0.0,0.00911,0.0,0.05649,56.38044999999999,0.0,0.23711999999999997,2.8391,0.0,0.0,0.0,0.30999000000000004,0.0,0.01353,0.18443,0.0,0.0,0.0,0.0,0.0,0.0,0.0039700000000000004,0.014180000000000002,0.0,0.0,0.0,0.0,0.0,0.08442000000000001,0.0,0.0
MH0081,0.32971999999999996,0.00511,0.013059999999999999,0.0,0.47424999999999995,0.16937,0.0,49.54269000000001,0.01072,0.0,0.0,0.0,0.0,0.0213,0.0,0.004790000000000001,38.33913999999999,0.0,1.8259800000000002,7.254420000000001,0.00372,0.0,0.0,1.4492399999999999,0.0,0.0,0.45222,0.0,0.0,0.0,0.01466,0.0202,0.0,0.01289,0.0,0.0,0.0,0.0,0.0,0.0,0.05629,0.0,0.00025
MH0082,0.18193,0.0,0.0,0.01122,0.50428,0.1929,0.0,20.292630000000003,0.0,0.010740000000000001,0.0,0.0,0.0,0.01427,0.0,0.19421,74.55648,0.00912,1.35671,1.52125,0.0,0.0,0.0,0.66486,0.01137,0.0,0.24441999999999997,0.0,0.0,0.0,0.0,0.12813,0.0,0.008490000000000001,0.01481,0.0,0.0,0.0,0.0,0.0,0.08213999999999999,0.0,0.0
MH0083,0.0,0.0,0.0404,0.0,1.5232899999999998,0.44872,0.0,40.16968,0.00948,0.0,0.0,0.0,0.0,0.01883,0.0,0.23707,37.16787,0.0,1.2499,16.69172,0.0,0.0,0.01715,1.3256400000000002,0.0,0.0,0.7633200000000001,0.0008300000000000001,0.0,0.0,0.0,0.02176,0.0,0.0,0.01955,0.0,0.0,0.0,0.0,0.0,0.29481,0.0,0.0
MH0084,0.0,0.0,0.0,0.0,0.0732,0.062020000000000006,0.0,81.29057999999999,0.029269999999999997,0.01677,0.0,0.0,0.015059999999999999,0.0,0.0,0.01257,11.45112,0.0,0.29415,5.2618,0.0,0.0,0.0,1.31812,0.0,0.0,0.01348,0.0,0.13818,0.0,0.0,0.0,0.00321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02045,0.0,0.0
MH0085,0.0,0.0,0.0,0.0,0.2669,0.5583800000000001,0.0,62.21127,0.02052,0.027999999999999997,0.0,0.0,0.00346,0.004529999999999999,0.0,0.02345,34.42132000000001,0.0,0.017759999999999998,0.05924,0.0,0.0,0.0,1.8983400000000001,0.0,0.0,0.43756999999999996,0.0,0.0,0.0,0.0,0.02357,0.0,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00621
MH0086,0.0,0.0,0.0,0.02424,6.32801,2.7822299999999993,0.0,15.32035,0.00606,0.007859999999999999,0.0,0.0,0.0,0.03615,0.0,2.59982,69.87308,0.0,0.40062,0.18386999999999998,0.0,0.0,0.0,0.30090999999999996,0.0,0.0,0.6443399999999999,0.0,0.0,0.0,0.0,0.73635,0.0,0.5955500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.16058,0.0,0.0
O2_UC_11,0.0060799999999999995,0.0,0.0069700000000000005,0.00944,10.634129999999999,1.07504,0.0,13.202819999999996,0.02288,0.0,0.00176,0.0,0.0,0.00758,0.0,1.2935100000000004,71.21036,0.0,0.6387,1.1416500000000003,0.0,0.0,0.0,0.14723999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00657,0.0,0.57153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238
O2_UC_12,4.284870000000001,0.03914,0.02999,0.0,2.04752,2.01635,0.0,24.287879999999998,0.03282,0.02472,0.00244,0.0,0.0,0.06523,0.0,0.83407,47.68345000000001,0.0,7.88865,9.563239999999999,0.0,0.0,0.0,0.43145999999999995,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.65632,0.0,0.00081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2_UC_13,0.28484,0.0,0.0059700000000000005,0.0046700000000000005,0.68176,0.32026,0.0,24.515920000000005,0.0392,0.0,0.0,0.0,0.0,0.01948,0.01433,0.16214,65.34656,0.0,1.61677,5.978339999999999,0.0,0.0,0.0,0.49252999999999997,0.20179,0.0,0.24376,0.0,0.0,0.0,0.0,0.0,0.0,0.07028999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013599999999999999
O2_UC_14,1.8335499999999998,0.0,0.0,0.0,1.35206,0.26388,0.0,49.12615,0.04067,0.0,0.0,0.0,0.0,0.0,0.0,0.39318,31.656619999999997,0.0,0.16417000000000004,14.33484,0.0,0.0,0.0,0.46887999999999996,0.0,0.0,0.33279000000000003,0.0,0.0,0.0,0.0,0.03316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2_UC_16,0.03931,0.0,0.0,0.0,2.08998,0.4035,0.0,36.5438,0.0,0.0,0.0,0.0,0.0,0.01195,0.0,0.047369999999999995,51.13965999999999,0.0,1.1007600000000002,7.9921500000000005,0.0,0.0,0.0,0.33004,0.0,0.0,0.20264,0.0,0.0,0.0,0.0,0.01671,0.0,0.08211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2_UC_17,0.0,0.0,0.0,0.00399,0.43055,0.1729,0.0,72.44140000000003,0.03598,0.0,0.0,0.0,0.0,0.0,0.0019100000000000002,0.13863999999999999,10.60756,0.0,0.5564,14.19146,0.0,0.0,0.0,1.16293,0.12821,0.0,0.007890000000000001,0.0,0.0,0.0,0.0,0.05914,0.0,0.03659,0.0,0.016069999999999997,0.0,0.0,0.0,0.0,0.00837,0.0,0.0
O2_UC_18,0.0,0.0,0.0,0.0,0.0037,0.29829,0.0,64.38065999999999,0.02222,0.02669,0.0,0.0,0.0,0.00981,0.0,0.04613,28.08543,0.0,1.9193099999999998,0.11398,0.0,0.0,0.0134,0.00311,0.0,0.0,0.21771,0.0,0.0,0.01316,0.0,4.84639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2_UC_19,0.0,0.0,0.0,0.01119,1.5569899999999999,0.38488999999999995,0.0,43.26965,0.09208,0.01969,0.0,0.0,0.0,0.061,0.0,0.024120000000000003,41.505799999999994,0.0,1.0397399999999999,9.46098,0.03451,0.0,0.0,1.10854,0.02431,0.0,1.18183,0.0,0.0,0.0,0.0,0.22471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2_UC_1,1.78057,0.00486,0.0,0.0030399999999999997,0.7241900000000001,0.48949000000000004,0.0,38.73502,0.01018,0.0,0.0,0.0,0.0,0.03373,0.0,0.05048,41.23087000000001,0.0,0.42562999999999995,14.37827,0.0,0.0,0.0,0.68301,0.016130000000000002,0.0,1.23877,0.0,0.0,0.0,0.0,0.0117,0.0,0.07215,0.0,0.0,0.0,0.012329999999999999,0.0,0.0,0.09953,0.0,0.0
O2_UC_20,0.0,0.0,0.0,0.0,5.0912,1.43566,0.0,17.767129999999998,0.0,0.01277,0.0,0.0,0.0,0.0372,0.0,0.05924,62.44763,0.0,0.061130000000000004,11.50617,0.0,0.0,0.0,1.17812,0.0,0.0,0.35679999999999995,0.0,0.0,0.0,0.0,0.00806,0.0,0.03888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2_UC_21,0.0,0.0,0.0,0.0,2.5574500000000002,1.31079,0.0,18.4052,0.0,0.013609999999999999,0.0,0.0,0.0,0.0,0.0,2.16591,56.55031,0.0,0.014759999999999999,18.153209999999998,0.0,0.0,0.0,0.43797,0.0,0.0,0.20176,0.0,0.0,0.0,0.0,0.15243,0.0,0.01227,0.0,0.0,0.0,0.0,0.0,0.0,0.02431,0.0,0.0
O2_UC_22,0.0,0.0,0.02888,0.0,5.472130000000001,1.3435599999999999,0.0,43.291250000000005,0.02845,0.0,0.0,0.0,0.0,0.02512,0.0,0.44864000000000004,44.90099000000001,0.0,0.12517,3.0769999999999995,0.0,0.0,0.0,0.18375,0.0,0.0,1.06413,0.0,0.0,0.0,0.0,0.00545,0.0,0.0054800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2_UC_23,0.0,0.0,0.036969999999999996,0.10547,6.660519999999999,3.5037499999999997,0.0,33.71707,0.0,0.02054,0.00227,0.0,0.0,0.09046,0.11825999999999999,0.62134,37.92874,0.0,0.17698000000000003,1.13289,0.79537,0.0,0.0,0.4517400000000001,0.0,0.0,2.55035,0.0,0.0,0.0,0.0,4.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7138100000000005,0.0,0.0
O2_UC_24,0.25683999999999996,0.0,0.01099,0.00834,1.4730400000000001,0.56359,0.0,50.88811,0.006640000000000001,0.0,0.0,0.0,0.00912,0.0,0.0,0.11272,33.57654,0.0,1.00345,11.29021,0.0,0.0,0.016319999999999998,0.32109000000000004,0.0,0.0,0.0,0.30235,0.0,0.0,0.0,0.15539999999999998,0.0,0.005220000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2_UC_4,0.0,0.0,0.02161,0.01816,0.32205000000000006,0.26396000000000003,0.0,11.679450000000001,0.0,0.0,0.0,0.0,0.00359,0.0141,0.06906999999999999,1.10183,80.02329000000002,0.0,0.2648,5.35065,0.00283,0.0,0.01284,0.15858999999999998,0.0,0.0,0.52999,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0272,0.0,0.0
V1_CD_11,0.0,0.0,0.0,0.04278,0.37156,0.19868,0.0,11.628800000000002,0.08285,0.01556,0.0,0.00198,0.0,0.00646,0.01208,17.5424,38.89015000000002,0.0,0.27512,6.12328,3.5420900000000004,0.0,0.02646,1.5445900000000001,0.01544,0.008509999999999998,0.9184,0.0,0.0,0.0,0.0,17.8304,0.00984,0.9125700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1_CD_12,0.0,0.0,0.01132,0.00029,0.0,0.05057,0.0,58.741659999999996,0.027880000000000002,0.0,0.0,0.0,0.0,0.0,0.00558,3.66506,32.853939999999994,0.0,0.21234,0.34700000000000003,0.0,0.0,0.0,0.00813,0.0,0.0,0.9293399999999999,0.0,0.0,0.0,0.0,2.91109,0.0,0.2351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00067
V1_CD_13,0.29338,0.0,0.0,0.07569999999999999,1.9856699999999998,1.27248,0.0,19.596220000000002,0.0,0.0,0.0,0.0,0.0,0.02574,0.0,0.40752,74.90912999999999,0.0,0.07979,0.13367,0.0,0.0,0.0,0.77989,0.0,0.0,0.36166000000000004,0.0,0.0,0.0,0.0,0.046060000000000004,0.0,0.01155,0.0,0.0,0.0,0.0,0.0,0.0,0.02153,0.0,0.0
V1_CD_14,1.9561000000000002,0.0,0.0,0.02891,0.0050799999999999994,0.71138,0.0,42.847829999999995,0.011479999999999999,0.0,0.0,0.0,0.0,0.07603,0.0,0.80578,48.197480000000006,0.0,0.04099,0.17107,0.0,0.0,0.0,1.1636099999999998,0.0,0.0,0.8067000000000001,0.0,0.0,0.0,0.0,0.041440000000000005,0.0,0.00547,0.0,0.0,0.0,0.0,0.0,0.0,3.13065,0.0,0.0
V1_CD_15,0.0,0.0,0.0,0.0,4.93616,0.16529,0.0,71.85970999999999,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.09317,12.915240000000002,0.0,0.1225,4.91448,0.0,0.0,0.0,4.79557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17512,0.0,0.0,0.0,0.00813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1_CD_1,0.0,0.0,0.0,0.0,1.15473,0.44792,0.0,71.22392999999997,0.11064,0.10147,0.0,0.0,0.0,0.01047,0.0,0.14154,21.55962,0.0,0.3511,3.98518,0.0,0.0,0.0,0.41832,0.0,0.0,0.38781,0.0,0.0,0.0,0.0,0.10722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1_CD_2,0.10099,0.0,0.02965,0.0,0.36532000000000003,0.05736,0.0,76.42976999999999,0.02086,0.0,0.0,0.0,0.00352,0.013819999999999999,0.0,0.1902,15.738579999999997,0.0,0.28443999999999997,6.20771,0.0,0.0,0.0,0.32874000000000003,0.06608,0.0,0.08256000000000001,0.0,0.0009599999999999999,0.0,0.0,0.0039900000000000005,0.0,0.06132,0.0,0.00621,0.0,0.0,0.0,0.0,0.007909999999999999,0.0,0.0
V1_CD_3,0.0,0.0,0.0,0.02557,5.32704,0.49041999999999997,0.0,44.79552000000002,0.0,0.03399,0.0,0.0,0.0,0.02317,0.0,0.80903,45.85326,0.0,0.012220000000000002,0.31615000000000004,0.00117,0.0,0.01583,0.8,0.45702,0.0,0.69092,0.00116,0.0,0.0,0.01196,0.07762,0.0,0.22950999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.028439999999999997,0.0,0.0
V1_CD_4,0.0,0.0,0.00598,0.0,3.0320899999999997,0.6481,0.0,30.073169999999998,0.01964,0.0,0.0,0.0,0.0,0.03252,0.00642,0.31901999999999997,58.24418999999999,0.01291,0.09278,6.466419999999999,0.0,0.0,0.0,0.21482,0.0,0.0,0.6122000000000001,0.0,0.0,0.0,0.0,0.0161,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.19521,0.0,0.0
V1_CD_6,0.0,0.0,0.02297,0.0,0.46560999999999997,0.35777,0.0,51.53581999999999,0.011479999999999999,0.0,0.0,0.0,0.0,0.01521,0.0,0.08251,39.18036999999999,0.0,2.0384899999999995,0.17679999999999998,0.0,0.0,0.0,3.62268,0.14544,0.0,1.39463,0.0,0.0,0.0,0.0,0.04614,0.0,0.07802,0.02368,0.01025,0.0,0.0,0.0,0.0,0.7920699999999999,0.0,0.0
V1_CD_8,9.56921,0.0621,0.0,0.01938,0.89029,1.0901999999999998,0.0,36.686099999999996,0.03005,0.02532,0.0,0.0,0.0,0.09953,0.0,0.03546,44.09403,0.0,0.06919,2.0016499999999997,0.0,0.00535,0.0,0.09174,0.04759,0.0,0.68595,0.0,0.0,0.0,0.0,0.046020000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.450830000000001,0.0,0.0
V1_CD_9,4.77886,0.04745,0.046610000000000006,0.0,0.47908,0.13788999999999998,0.0,46.225640000000006,0.00765,0.02434,0.0,0.0,0.0,0.02028,0.0,0.01197,32.17454,0.0,0.5938899999999999,9.88554,0.0,0.0,0.0,0.22827,0.0,0.0,1.1473200000000001,0.0,0.0,0.0,0.0,0.15091,0.0,0.0,0.015790000000000002,0.027339999999999996,0.0,3.6865300000000003,0.0,0.0,0.31009000000000003,0.0,0.0
V1_UC_10,0.41964999999999997,0.0,0.028460000000000003,0.0,1.126,0.6541499999999999,0.0,18.54929,0.0,0.01211,0.0,0.0,0.0,0.03095,0.0,0.347,71.20885,0.0,0.19549000000000002,4.442309999999999,0.0,0.0,0.0,1.11217,0.0,0.0,0.05634,0.0,0.0,0.0,0.0,0.17707,0.0,0.06425,0.0,0.0,0.0,0.0,0.0,0.0,1.57595,0.0,0.0
V1_UC_13,0.0,0.0,0.01653,0.01009,2.18718,12.566909999999998,0.0,54.60484000000001,0.018090000000000002,0.0,0.0,0.0,0.0,0.05392,0.00553,0.10245,27.4713,0.0,0.44253,0.95584,0.0,0.0,0.0,0.0,0.0,0.0344,1.33982,0.0,0.0,0.0,0.0,0.17082999999999998,0.0,0.013630000000000001,0.0,0.0,0.0,0.00609,0.0,0.0,0.0,0.0,0.0
V1_UC_14,0.24062000000000003,0.0,0.0,0.0034700000000000004,21.078999999999997,1.0770300000000002,0.00244,24.279730000000008,0.11027,0.0,0.0,0.0,0.0,0.02247,0.013519999999999999,1.3075400000000001,47.736539999999984,0.0,2.8218400000000003,0.2925,0.0,0.0,0.0,0.7758999999999999,0.06717000000000001,0.0,0.16872,0.0,0.0,0.0,0.0,0.0,0.0,0.00123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1_UC_15,0.0,0.0,0.052610000000000004,0.0032,18.689010000000003,1.9071099999999999,0.0,33.49894,0.0,0.00836,0.00206,0.0,0.0,0.0176,0.0,0.75145,44.194379999999995,0.0,0.15752,0.20985,0.0,0.0,0.0,0.013609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4719,0.0,0.02238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1_UC_17,0.07288,0.0,0.00775,0.095,0.5295000000000001,0.72502,0.0,35.52455999999999,0.01272,0.06336,0.0,0.0,0.0,0.04213,0.0,0.10999,48.270310000000016,0.0,2.78406,3.47358,3.9609199999999998,0.0,0.0,0.26792,0.10074,0.0,1.8572099999999998,0.0,0.0,0.0,0.0,2.1022900000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1_UC_18,0.0,0.0,0.0,0.0,8.25697,0.6811699999999999,0.0,48.79837000000001,0.027160000000000004,0.04178,0.00105,0.0,0.0,0.00899,0.00584,0.46293999999999996,35.603159999999995,0.0,0.09794,0.51404,0.0,0.0,0.0,5.10473,0.17205,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.0952,0.0,0.03032,0.0,0.00887,0.0,0.0,0.08234,0.0,0.00317
V1_UC_19,0.0,0.0,0.021159999999999998,0.0021100000000000003,2.17202,2.45867,0.0,39.91008000000001,0.00869,0.0,0.0,0.0,0.00439,0.01726,0.0,0.04262999999999999,41.20693,0.0,0.35889000000000004,1.4398999999999997,0.0,0.0,0.015719999999999998,1.2998800000000001,0.13758,0.0,0.9546899999999999,0.0,0.0,0.0,0.0,0.3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57425,0.0,0.0054800000000000005
V1_UC_21,0.0,0.0,0.0,0.017050000000000003,0.48408000000000007,0.21887000000000004,0.0,32.80107,0.020309999999999998,0.008870000000000001,0.0,0.0,0.0,0.00897,0.00572,5.23945,42.483670000000004,0.0,0.21744,14.732619999999999,0.00806,0.0,0.0,0.021730000000000003,0.06433,0.0,0.11582,0.0,0.0,0.0,0.0,1.68744,0.0,1.8645400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1_UC_6,0.009130000000000001,0.0,0.0062,0.05119,2.98552,0.6611299999999999,0.0,25.06842,0.0,0.01319,0.0,0.0,0.0,0.02023,0.00502,0.9434499999999999,62.27625999999999,0.0,0.4173,0.11938000000000001,0.00475,0.0,0.0,1.3899899999999998,0.0,0.0,0.70773,0.0,0.0,0.0,0.0,0.011689999999999999,0.0,0.01703,0.0,0.00909,0.0,0.0,0.0,0.0,5.28325,0.0,0.0
V1_UC_7,0.0,0.0,0.0,0.00037,1.0951199999999999,0.65761,0.0,61.47692999999999,0.00893,0.0,0.0,0.0,0.0,0.0,0.0,0.009250000000000001,19.03596,0.0,0.01553,12.65971,0.00838,0.0,0.01617,2.93613,0.01415,0.0,0.58168,0.0,0.0,0.0,0.0,0.24622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23786,0.0,0.0
V1_UC_8,3.39891,0.00346,0.00442,0.027379999999999998,6.940080000000001,1.64972,0.0,25.259390000000003,0.007259999999999999,0.01828,0.0,0.0,0.0,0.01925,0.0,0.4459,53.95910999999999,0.0,0.10579999999999999,2.32677,0.0,0.0,0.01315,0.29069,0.06902,0.0,0.43639,0.0,0.0,0.0,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97454,0.0,0.04844
V1_UC_9,0.23863999999999996,0.00396,0.01011,0.024,3.11168,5.017869999999999,0.0,17.07714,0.0,0.013319999999999999,0.00511,0.0,0.0,0.04948,0.0,0.29666000000000003,65.26356999999999,0.0,0.22421,0.28508999999999995,0.0,0.0,0.0,0.18395000000000003,0.0,0.03267,0.58656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01712,0.0,0.0,0.0,0.0,0.0,7.55885,0.0,0.0
