SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria,k__Archaea|p__Euryarchaeota|c__Methanococci,k__Bacteria|p__Acidobacteria|c__Acidobacteriia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Aquificae|c__Aquificae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Chlorobi|c__Chlorobia,k__Bacteria|p__Deinococcus_Thermus|c__Deinococci,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Spirochaetes|c__Spirochaetia,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Eukaryota|p__Ascomycota|c__Eurotiomycetes,k__Eukaryota|p__Ascomycota|c__Saccharomycetes
S118,0.0,0.0,0.0,1.03501,0.0,31.471610000000002,0.0,0.0,0.0,0.0,0.0,0.032850000000000004,46.71647,1.1999,5.588780000000001,0.0,0.0,0.5838699999999999,0.28469,1.2703300000000002,0.0,11.8165,0.0,0.0
S121,0.0,0.0,0.0,6.420959999999999,0.0,21.00911,0.0,0.0,0.0,0.0,0.0,4.086240000000001,60.59086000000001,2.8712599999999995,3.63297,0.0,0.0,0.62144,0.1873,0.01959,0.0,0.56028,0.0,0.0
S126,4.52716,0.00787,0.0,9.63777,0.0,15.99319,0.0,0.0,0.0,0.0,0.0,0.58699,50.87495,1.50083,8.22158,0.0,0.0,0.08282,0.70635,0.01896,0.0,7.84156,0.0,0.0
S127,0.7853399999999999,0.0060799999999999995,0.0,2.8172800000000002,0.0,8.266089999999998,0.0,0.0,0.0,0.0,0.0,1.48951,84.816,0.13742000000000001,0.10156,0.0,0.0,0.10102,0.65783,0.0,0.0,0.82181,0.0,0.0
S137,9.11862,0.02806,0.0,2.39934,0.0,20.292720000000003,0.058839999999999996,0.0,0.0,0.0,0.03897,0.0424,64.84460999999999,1.07451,1.4770800000000002,0.0,0.0,0.0,0.26,0.20272,0.0022600000000000003,0.15988,0.0,0.0
S141,0.17687999999999998,0.0,0.0,5.27902,0.0,27.046539999999997,0.0,0.0,0.0,0.0,0.0,3.07159,59.86024999999999,0.03285,3.3533,0.0,0.0,0.4630000000000001,0.45858999999999994,0.13038,0.0,0.12759,0.0,0.0
S143,1.7296,0.0,0.0,6.6100900000000005,0.0,18.882509999999996,0.0,0.0,0.0,0.0,0.0,3.5144800000000003,54.5848,5.28379,7.06808,0.0,0.0,0.19582,0.21403999999999998,1.15717,0.0,0.75961,0.0,0.0
S146,0.0,0.0,0.0,6.424600000000001,0.0,8.032920000000003,0.0,0.0,0.0,0.0,0.0,6.140140000000001,64.6882,1.5687600000000004,0.9160999999999999,0.0,0.0,0.00659,0.14428000000000002,11.93721,0.0,0.14122,0.0,0.0
S153,0.0,0.0,0.0,4.441,0.0,14.393130000000001,0.0,0.0,0.0,0.0,0.0,0.85258,77.95964000000001,1.7107700000000003,0.00503,0.0,0.0,0.07571,0.31387000000000004,0.22616,0.0,0.022090000000000002,0.0,0.0
S155,0.34945000000000004,0.0,0.0,5.182779999999999,0.0,15.816499999999998,0.0,0.0,0.0,0.0,0.0,0.9261499999999999,69.68376000000005,0.12644,3.398909999999999,0.0,0.0,0.11377999999999999,0.39217,0.41282,0.0,3.59725,0.0,0.0
S158,0.17472000000000001,0.0,0.0,2.1695500000000005,0.0,29.822930000000003,0.0,0.0,0.0,0.0,0.0,0.0953,61.00415,0.12965000000000002,4.40536,0.0,0.0,0.27151,0.50259,0.14613,0.0,1.2782,0.0,0.0
S187,0.79147,0.0,0.0,6.17885,0.0,10.862800000000002,0.0,0.0,0.0,0.0,0.0,1.27853,71.84083,0.06385,4.8522799999999995,0.0,0.0,0.31613,0.18087,0.08392,0.0,3.5504800000000003,0.0,0.0
S193,3.91875,0.00624,0.0,5.7370399999999995,0.0,30.33135,0.0,0.0,0.0,0.0,0.01734,0.41707,47.81942000000001,1.15905,8.79485,0.0,0.0,0.45369000000000004,0.6710200000000001,0.015190000000000002,0.0,0.6572100000000001,0.0,0.0017699999999999999
S194,0.0,0.0,0.0,0.45863,0.0,15.113019999999995,0.0,0.0,0.0,0.0,0.0,0.19507,44.73146,0.15454,0.007409999999999999,0.0,0.0,0.42821,0.35396,38.44735,0.0,0.11034000000000001,0.0,0.0
S195,0.0,0.0,0.00643,3.0329099999999998,0.0,6.364990000000001,0.0,0.0,0.0,0.0,0.0,1.28772,78.81144000000003,1.10667,5.211680000000001,0.0,0.0,0.00633,0.03721,0.0,0.0,4.13468,0.0,0.0
S198,1.8294400000000002,0.0,0.0,5.78891,0.0,9.13754,0.0,0.0,0.0,0.0,0.0,0.8272700000000001,77.7193,0.12216,3.2198500000000005,0.0,0.0,0.0,0.0,0.7805399999999999,0.0,0.57493,0.0,0.0
S205,0.0,0.0,0.0,0.23709999999999998,0.0,39.15611,0.0,0.0,0.0,0.0,0.0,0.29061999999999993,36.00664999999999,3.5504800000000003,3.96975,0.0,0.0,0.04247,1.4841400000000002,4.06326,0.0,11.19943,0.0,0.0
S224,3.3017800000000004,0.0,0.0,0.52878,0.0,27.61896,0.0,0.0,0.0,0.0,0.0,0.8608200000000001,56.231730000000006,0.27709,1.7748799999999998,0.0,0.0,0.07901,0.15120999999999998,9.1572,0.0,0.01769,0.0,0.0008900000000000001
S225,0.0,0.0,0.0,4.60701,0.0,19.712529999999997,0.0,0.0,0.0031,0.0,0.0,0.6137400000000001,67.66838999999999,0.04213,0.0439,0.0,0.0,0.17293999999999998,0.04234,0.11702999999999998,0.0,6.976839999999999,0.0,0.0
S231,14.790880000000001,0.00836,0.0,2.3627400000000005,0.0,4.034999999999999,0.0,0.0,0.0,0.0,0.0,0.6664200000000001,46.25311000000001,1.16489,0.16243,0.0,0.0,0.0,0.21244,27.99296,0.0,2.3507700000000002,0.0,0.0
S235,0.0,0.0,0.0,20.346069999999997,0.0,4.96356,0.0,0.0,0.0,0.0,0.0,5.52772,47.60923000000001,2.47717,10.031409999999997,0.0,0.0,0.0,0.0,1.25129,0.0,7.79355,0.0,0.0
S244,0.0,0.0,0.0,4.782830000000001,0.0,7.571229999999999,0.0,0.0,0.0,0.0,0.0,0.6361899999999999,60.44357999999999,0.62019,4.1088499999999994,0.0,0.0,0.14489,0.0,21.681400000000004,0.0,0.01084,0.0,0.0
S248,0.0,0.0,0.0,11.139030000000002,0.0,14.935049999999997,0.0,0.0,0.0,0.0,0.0,7.127910000000002,52.795609999999996,5.558769999999999,2.20378,0.0,0.0,0.06405,0.08717,3.6215800000000002,0.0,2.46705,0.0,0.0
S258,0.0069900000000000006,0.0,0.0,4.901299999999999,0.0,6.11146,0.0,0.0,0.0,0.0,0.0,0.04945,81.00897,0.12915,5.06228,0.0,0.0,0.0,0.14524,1.4747599999999998,0.0,1.11038,0.0,0.0
S263,18.38305,0.0,0.0,3.0185400000000007,0.0,8.3747,0.0,0.0,0.0,0.0,0.0,1.09578,56.149499999999996,0.16567,0.14908,0.0,0.0,0.0,0.0,0.0,0.0022,12.6615,0.0,0.0
S264,3.7141900000000003,0.0,0.0,5.82179,0.0,18.54819,0.0,0.0,0.0,0.0,0.0,0.10878,58.23309999999999,1.7633299999999998,5.7875,0.0,0.0,0.1752,0.0,0.16247,0.0,5.68543,0.0,0.0
S268,0.0,0.0,0.0,9.394010000000002,0.0,3.85153,0.0,0.0,0.0,0.0,0.0,0.5606099999999998,84.83964000000005,0.1681,1.0143,0.0,0.0,0.06774,0.0,0.08907,0.0,0.015,0.0,0.0
S269,0.0,0.0,0.0,3.1037799999999995,0.0,6.60814,0.0,0.0,0.0,0.0,0.0,1.6523599999999998,65.27099999999999,0.23187,8.409009999999999,0.0,0.0,0.01803,0.14031000000000002,0.17182,0.0,14.39369,0.0,0.0
S286,0.62543,0.0,0.02111,9.45074,0.0,24.16778,0.0,0.0,0.0,0.0,0.0,0.7709699999999999,56.43518,0.08185,4.08782,0.0,0.0,0.13035,0.05208,0.34085,0.0,3.8358199999999996,0.0,0.0
S288,0.0,0.0,0.0,2.20302,0.0,28.821070000000002,0.0,0.0,0.0,0.0,0.0,0.028310000000000002,56.23560000000001,1.58141,0.00974,0.0,0.0,0.0,0.42696,0.66957,0.0,10.00966,0.0,0.014660000000000001
S297,0.39316,0.0,0.0,10.67437,0.0,9.740499999999999,0.0,0.0,0.0,0.0,0.0,2.85536,69.46683,0.0842,5.37307,0.0,0.0,0.2343,0.18598,0.30448,0.0,0.68774,0.0,0.0
S334,0.0,0.0,0.0,16.491649999999996,0.0,0.8050800000000001,0.0,0.0,0.0,0.0,0.0,0.3501,81.09115000000001,0.10297999999999999,0.35902,0.0,0.0,0.0,0.0158,0.06343,0.0,0.69633,0.0,0.02444
S344,0.0,0.0,0.0,3.33732,0.0,26.986349999999998,0.0,0.0,0.0,0.0,0.0,0.9534199999999999,62.783489999999986,0.29938000000000003,4.96112,0.0,0.0,0.22057,0.28630999999999995,0.030350000000000002,0.0,0.14167000000000002,0.0,0.0
S353,0.0,0.0,0.0,2.77408,0.0,5.122969999999999,0.0,0.0,0.0049299999999999995,0.0,0.0,0.21627999999999997,79.99807000000001,2.73657,8.18221,0.0,0.0,0.015319999999999999,0.02187,0.67469,0.0,0.2242,0.0,0.028859999999999997
S365,8.111699999999999,0.0,0.0,1.1069299999999997,0.0,12.108979999999999,0.0,0.0,0.0,0.0,0.008879999999999999,3.70874,28.382320000000004,0.93975,4.95808,0.0,0.0,0.06519,0.18252000000000002,31.83316,0.0,8.589269999999999,0.0,0.00447
S370,0.0,0.0,0.0,2.58176,0.0,18.612579999999998,0.0,0.0,0.0,0.0,0.0,4.74526,71.58135000000001,0.21178999999999998,0.12506,0.0,0.0,0.03494,0.49547,1.20083,0.0,0.41093,0.0,0.0
S378,3.1252400000000002,0.0,0.0,0.8166999999999999,0.0,19.36322,0.0,0.0,0.0,0.0,0.0,0.29558,72.71461,1.21935,0.79543,0.0,0.0,0.16868,0.06803,1.36393,0.0,0.06924,0.0,0.0
S380,1.99995,0.0,0.0,5.17254,0.0,6.2184,0.0,0.0,0.0,0.0,0.0,2.3576300000000003,77.81736000000001,5.117219999999999,0.02241,0.0,0.0,0.0,0.0029100000000000003,0.010790000000000001,0.0,1.28035,0.0,0.00044
S381,3.6252699999999995,0.0,0.0,7.51552,0.0,10.638340000000001,0.0,0.0,0.0,0.0,0.0,13.25916,54.257,2.49215,1.18832,0.0,0.0,0.0,0.20228000000000002,6.81472,0.0,0.0,0.0,0.0072
S389,0.0,0.0,0.0,6.29086,0.0,11.98215,0.0,0.0,0.0,0.0,0.0,5.7072400000000005,52.02758000000001,0.40541,11.304219999999999,0.0,0.0,0.0,0.6392599999999999,9.982700000000001,0.0,1.6442299999999999,0.01634,0.0
S398,0.0,0.0,0.0,6.47226,0.0,27.539259999999995,0.0,0.0,0.0,0.0,0.0,2.69275,48.17611,0.25932,12.781369999999999,0.0,0.0,0.42673999999999995,0.17005,0.01965,0.0,1.4625,0.0,0.0
S421,0.00995,0.0,0.0,5.849779999999999,0.0,5.11263,0.0,0.0,0.0,0.0,0.0,4.07911,83.42647000000002,0.14033,1.0990199999999999,0.0,0.017230000000000002,0.04722,0.14931,0.0,0.0,0.06897,0.0,0.0
S422,0.6758099999999999,0.0,0.0,2.5198400000000003,0.0,5.20115,0.0,0.0,0.0,0.0,0.011729999999999999,21.225749999999994,66.64749999999998,0.14972,2.80532,0.0,0.0,0.014150000000000001,0.50375,0.22485000000000002,0.0,0.020390000000000002,0.0,0.0
S424,0.0,0.0,0.0,5.44249,0.0,12.77618,0.0,0.0,0.0,0.0,0.0,0.2379,71.15977000000001,1.86609,0.8586100000000001,0.0,0.0,0.0,0.21178,0.0,0.0,7.44718,0.0,0.0
S434,0.0,0.0,0.0,1.5350600000000003,0.0,7.967670000000001,0.0,0.0,0.0,0.0,0.005679999999999999,0.7729099999999999,84.87524000000002,1.16869,0.024419999999999997,0.0,0.0,0.03361,1.20988,0.0,0.0,2.4068099999999997,0.0,0.0
S436,10.47177,0.00725,0.0,2.86949,0.0,30.18124,0.0152,0.03826,0.0,0.007690000000000001,0.0,0.02163,38.95901,0.56467,0.08521000000000001,0.0,0.0,0.30569,1.15118,0.0219,0.0,15.29982,0.0,0.0
S439,0.0,0.0,0.0,2.1538500000000003,0.0,35.44712,0.0,0.0,0.0,0.0,0.01009,0.47823000000000004,56.27842999999999,0.25573,4.722759999999999,0.0,0.0,0.0,0.0,0.04534,0.0,0.6077,0.0,0.00072
S446,1.0297399999999999,0.0,0.0,0.22959000000000004,0.0,18.081759999999996,0.0,0.0,0.0,0.0,0.01185,0.52435,76.81004,1.6689999999999998,1.11348,0.0,0.0,0.02334,0.5068699999999999,0.0,0.0,0.0,0.0,0.0
S451,0.0,0.0,0.0,10.205459999999999,0.0,51.30247,0.0,0.0,0.0,0.0,0.0087,0.5305500000000001,30.382099999999994,3.77851,3.2895,0.0,0.0,0.07557,0.16226000000000002,0.25644,0.0,0.008409999999999999,0.0,0.0
S456,0.0,0.0,0.0,4.28648,0.0,33.39469,0.0,0.0,0.0,0.0,0.00828,2.46518,55.08383,0.21323,0.011170000000000001,0.0,0.0,0.40959,1.5709600000000001,0.26567,0.0,2.2909200000000003,0.0,0.0
S458,6.1864799999999995,0.00519,0.0,30.030289999999997,0.0,5.797769999999999,0.0,0.0,0.0,0.0,0.007619999999999999,1.7443199999999999,47.59446,4.492819999999999,2.3020699999999996,0.0,0.0,0.02765,0.6142000000000001,0.00313,0.01103,1.18297,0.0,0.0
S462,1.7892299999999999,0.0,0.0,0.79734,0.0,21.975179999999995,0.0,0.0,0.0,0.0,0.0,0.12944,62.72235,5.50622,1.3433799999999998,0.0,0.0,0.82948,0.56374,0.16462,0.0,4.1790199999999995,0.0,0.0
S463,0.7974399999999999,0.0,0.0,18.6143,0.0,6.902139999999999,0.0,0.0,0.0,0.0,0.0,0.07712,68.40837,1.6762100000000002,0.16597,0.0,0.0,0.07834999999999999,0.43344,0.13457,0.0,2.71211,0.0,0.0
S468,0.83064,0.0,0.0,6.76149,0.0,24.948849999999997,0.0,0.0,0.0,0.0,0.0,24.48054,35.936659999999996,1.89462,4.989379999999999,0.0,0.0,0.007690000000000001,0.04425,0.10585,0.0,0.0,0.0,0.0
S470,0.8891899999999999,0.025960000000000004,0.0,9.331890000000003,0.0,13.9799,0.0,0.0,0.0,0.0,0.0,0.30726,69.68365999999999,0.09272999999999999,4.32038,0.0,0.0,0.01396,0.55801,0.21496,0.0,0.58212,0.0,0.0
S475,0.0,0.0,0.0,4.31554,0.0,11.34126,0.0,0.0,0.0,0.0,0.02359,1.7839800000000001,71.62575999999997,7.60454,0.02361,0.0,0.0,0.0,0.37044,0.59963,0.0,2.31168,0.0,0.0
S476,0.0026699999999999996,0.0,0.0,4.798609999999998,0.0,12.39645,0.0,0.0,0.0,0.0,0.0065,0.6360599999999998,71.77973999999999,0.009890000000000001,5.744490000000001,0.0,0.0,0.30095,0.79077,1.47227,0.0,2.0616,0.0,0.0
S478,0.0,0.0,0.0,10.17883,0.0,11.056099999999999,0.0,0.0,0.0,0.0,0.0,1.8527500000000001,70.38078999999999,0.9492200000000001,4.23409,0.0,0.0,0.0,0.04789,0.05767,0.0,1.24264,0.0,0.0
S479,1.05626,0.0,0.0,9.072149999999999,0.0,1.12236,0.0,0.0,0.0,0.0,0.0,1.35496,70.94011,15.368879999999999,0.9718500000000001,0.0,0.0,0.0,0.08607,0.00744,0.0,0.01992,0.0,0.0
S483,0.0,0.0,0.0,1.8572499999999998,0.0,25.76442,0.0143,0.0,0.0,0.0,0.0,2.12563,63.422440000000016,0.058550000000000005,5.590359999999999,0.0,0.0,0.58535,0.5644100000000001,0.010499999999999999,0.0,0.0004,0.0,0.00638
S484,0.0,0.0,0.0,3.40507,0.0,30.06672,0.00731,0.0,0.0,0.0037,0.0,8.889240000000001,40.90976,2.05694,13.46339,0.0,0.0,0.20989999999999998,0.5583400000000001,0.42965,0.0,0.0,0.0,0.0
S495,0.0,0.0,0.0,11.439039999999999,0.0,11.90763,0.0,0.0,0.0,0.0,0.0,1.21331,59.88496000000001,11.099779999999997,1.27736,0.0,0.0,0.26728999999999997,0.44111,0.02809,0.0,2.44142,0.0,0.0
S497,3.35005,0.0,0.00618,4.786700000000001,0.0,14.298800000000002,0.0,0.0,0.0,0.0,0.0,2.169330000000001,67.47308999999998,0.43483,1.9602800000000002,0.0,0.0,0.21450999999999998,0.032170000000000004,0.10411999999999999,0.0,5.16035,0.0,0.00962
S517,0.32676,0.0,0.0,2.8627299999999996,0.0,25.32039,0.0,0.0,0.0,0.0,0.00571,3.6588799999999995,59.79429000000002,0.10848999999999999,5.60523,0.0,0.0,0.01556,0.0,0.20844000000000001,0.0,2.0935200000000003,0.0,0.0
S524,4.88706,0.0,0.0,9.74399,0.0,11.611619999999998,0.0,0.0,0.0,0.0,0.01366,0.34453000000000006,64.82920000000001,0.06420999999999999,7.64601,0.0,0.0,0.02414,0.35455000000000003,0.15393,0.0,0.32711999999999997,0.0,0.0
S526,1.35456,0.0,0.0,4.33922,0.0,14.79323,0.0,0.0,0.0,0.0,0.0,1.0508700000000002,67.45710000000001,6.4143799999999995,0.22979,0.0,0.0,0.18253,0.5978,3.37875,0.0,0.20181,0.0,0.0
S529,0.0,0.0,0.0,15.568740000000002,0.0,3.3096900000000002,0.0,0.0,0.0,0.0,0.00742,0.25911,72.12330999999999,0.08002000000000001,7.97782,0.0,0.0,0.007659999999999999,0.15397,0.17057,0.0,0.34171,0.0,0.0
S530,0.6581199999999999,0.00299,0.0,14.375640000000002,0.0,2.09038,0.0,0.0,0.0,0.0,0.00415,8.97874,66.45329000000001,5.41772,1.8161299999999998,0.0,0.0,0.00946,0.1184,0.07251,0.0,0.00245,0.0,0.0
S536,1.7981,0.0,0.0,18.14855,0.0,5.296220000000001,0.0,0.0,0.0018599999999999999,0.0,0.00412,1.8374100000000002,62.718029999999985,3.343199999999999,4.82772,0.0,0.0,0.01633,0.27308,1.51337,0.0,0.22205,0.0,0.0
S53,2.74485,0.0,0.0,8.720830000000001,0.0,12.882039999999996,0.0,0.0,0.0,0.0,0.01064,0.60569,60.56306000000001,0.05361,0.04305,0.0,0.0,0.23502,0.63187,0.01845,0.0,13.490920000000001,0.0,0.0
S543,0.1137,0.0,0.0,4.229889999999999,0.0,29.928050000000002,0.0,0.0,0.0,0.0,0.0122,1.12947,48.40622000000001,3.4815799999999997,9.98834,0.0,0.0,0.01459,0.33331,0.15655,0.0,2.2061,0.0,0.0
S550,0.007430000000000001,0.0,0.0,10.08434,0.0,16.568769999999997,0.0,0.0,0.0,0.0,0.0,17.927919999999997,46.447520000000004,0.39197000000000004,0.01643,0.0,0.0,0.0,0.0,8.12913,0.0,0.42313,0.0,0.0034
S551,0.0,0.0,0.0,4.213659999999999,0.0,12.671529999999999,0.0,0.0,0.0,0.0,0.0,3.79148,69.63094000000001,0.15023,5.914759999999999,0.0,0.0,0.10827999999999999,0.0,0.23264999999999997,0.0,3.2841400000000003,0.0,0.00235
S552,1.87458,0.0,0.014130000000000002,18.648100000000003,0.0,13.576790000000003,0.0,0.0,0.0068,0.0,0.02305,0.45558999999999994,61.46923,0.013420000000000001,0.08288,0.0,0.0,0.01363,0.5820799999999999,0.006660000000000001,0.0,3.23307,0.0,0.0
S561,0.06899,0.0,0.0,1.51979,0.0,5.74633,0.0,0.0,0.00544,0.0,0.00402,0.19787,64.74149000000003,3.31071,0.0029100000000000003,0.00865,0.0,0.014729999999999998,0.28421,0.33806,0.0,23.7568,0.0,0.0
S563,0.0,0.0,0.0,10.31204,0.0,14.10383,0.0,0.0,0.0,0.0,0.012709999999999999,6.298889999999999,58.58316000000001,0.04968,8.13457,0.0,0.0,0.03278,0.5429999999999999,0.45165,0.0,1.47769,0.0,0.0
S577,1.5403200000000001,0.0,0.0,4.14266,0.0,7.530409999999999,0.0,0.0,0.0,0.0,0.0,3.6279399999999997,51.37899,0.00699,2.1704399999999997,0.0,0.0,0.043039999999999995,0.39443000000000006,21.19123,0.0,7.973560000000001,0.0,0.0
S584,0.0,0.0,0.0,7.05234,0.0,16.2778,0.0,0.0,0.0,0.0,0.01113,1.67642,68.73841,1.2483400000000002,4.3089,0.0,0.0,0.08829,0.41117000000000004,0.009649999999999999,0.0,0.17764000000000002,0.0,0.0
S587,0.0,0.0,0.0,4.5659,0.0,19.300399999999996,0.02072,0.0,0.0,0.0,0.01372,1.7182500000000003,69.38145999999999,0.37221,2.2441399999999994,0.0,0.0,1.33524,0.61213,0.21413,0.0,0.22171999999999997,0.0,0.0
S589,0.0,0.0,0.0,10.253530000000001,0.0,3.0912699999999997,0.0,0.0,0.0,0.0,0.01618,0.9964400000000001,74.65551,0.2631,9.58978,0.0,0.0,0.02661,0.21189000000000002,0.0,0.0,0.89574,0.0,0.0
S58,2.77234,0.0,0.0,12.295410000000002,0.0,14.01093,0.0,0.0,0.0,0.0,0.0,1.5520500000000002,60.29195,4.609179999999999,0.0,0.0,0.0,0.060759999999999995,0.01132,0.55057,0.0,3.8454900000000003,0.0,0.0
S591,0.08920999999999998,0.0,0.0,2.9792899999999998,0.0,19.014339999999997,0.0,0.0,0.0,0.0,0.00911,0.52985,74.77666,0.07737,0.07097,0.0,0.0,0.5359700000000001,0.7582399999999999,0.0124,0.0,1.1466,0.0,0.0
S598,1.2152100000000001,0.0051600000000000005,0.0,21.612790000000004,0.00302,14.11647,0.0,0.0,0.0,0.0,0.0,0.008679999999999998,55.06298000000001,0.27317,7.196729999999999,0.0,0.0,0.32062,0.17030000000000003,0.01486,0.0,0.0,0.0,0.0
S59,5.03641,0.0,0.0,3.14933,0.0,7.03677,0.0,0.0,0.0,0.0,0.0,3.43098,73.8673,5.629849999999999,0.31665,0.0,0.0,0.00434,0.0,1.498,0.0,0.00646,0.0,0.02393
S602,0.7941499999999999,0.0,0.0,6.1488700000000005,0.0,9.26836,0.0,0.0,0.0,0.0,0.0,0.7181500000000001,75.94397000000001,0.118,1.91828,0.0,0.0,0.32767999999999997,0.47239000000000003,0.06304,0.0,4.22716,0.0,0.0
S604,0.0,0.0,0.0,10.271479999999999,0.0,2.52064,0.0,0.0,0.0,0.0,0.0,17.40251,44.37406000000001,0.37720999999999993,0.22216,0.0,0.01658,0.0,0.0,1.1719799999999998,0.0,23.635189999999998,0.0,0.00818
S614,0.0,0.0,0.0,11.304469999999998,0.0,5.14667,0.0,0.0,0.0,0.0,0.0,1.69491,76.00827000000001,0.06923,4.36649,0.0,0.0,0.0,0.3974,0.40085,0.0,0.61173,0.0,0.0
S617,2.31788,0.0,0.0,2.10833,0.0,15.89417,0.0,0.0,0.0,0.0,0.0,0.41084999999999994,54.79343999999999,0.02252,2.46849,0.0,0.0,0.41179,0.7795300000000001,16.72276,0.0,4.0702300000000005,0.0,0.0
S618,0.0,0.0,0.0,8.72138,0.0,13.605820000000001,0.0,0.0,0.0,0.0,0.0,0.5349700000000001,71.04923999999998,0.017079999999999998,2.94754,0.0,0.0,0.04115,0.36207,0.0,0.0,2.7206900000000003,0.0,0.0
S628,2.96027,0.0,0.0,5.33223,0.0,30.22502,0.0,0.0,0.0,0.0,0.03266,3.9129000000000005,51.409639999999996,0.15341,2.2516,0.0,0.0,0.9913799999999999,0.21093,0.08800000000000001,0.0,2.3555200000000003,0.0,0.07641999999999999
S643,7.4432,0.0,0.0,3.21863,0.0,31.753249999999998,0.0,0.0,0.0,0.0,0.0225,3.08672,49.90983,0.03159,0.13701,0.0,0.0,0.09093,0.32283,3.33334,0.0,0.65015,0.0,0.0
S655,0.02598,0.0,0.0,32.795840000000005,0.0,8.47733,0.0,0.0,0.0,0.0,0.0,0.42607,56.70271,0.80364,0.00135,0.0,0.0,0.0226,0.21112,0.01197,0.0,0.5214,0.0,0.0
S77,2.78607,0.008620000000000001,0.0,0.7816700000000001,0.0,9.91465,0.0,0.0,0.0,0.0,0.0,0.38420000000000004,79.20054,0.08241000000000001,0.04547,0.0,0.0,0.35178000000000004,0.0164,0.01964,0.0,6.40855,0.0,0.0
S80,2.46789,0.0,0.0,11.694820000000002,0.0,9.30703,0.0,0.0,0.0,0.0,0.01404,1.6224000000000003,72.70055,0.14343,1.2479799999999999,0.0,0.0,0.03715,0.36240999999999995,0.17035999999999998,0.0,0.23190999999999998,0.0,0.0
S88,6.79589,0.006540000000000001,0.0,3.2471299999999994,0.0,6.860940000000001,0.0,0.0,0.0,0.0,0.0,1.68668,75.30045000000001,5.637309999999999,0.20579999999999998,0.0,0.0,0.07786,0.15869,0.00787,0.0063100000000000005,0.008490000000000001,0.0,0.0
S92,0.0,0.0,0.0,1.7358900000000002,0.0,2.5530400000000006,0.0,0.0,0.0,0.0,0.0,2.92721,54.84863,0.19504000000000002,0.37965,0.0,0.0,0.026389999999999997,0.09383,33.51556,0.0,3.67155,0.0,0.053169999999999995
