S258,0.0069900000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95331,1.9479899999999999,0.0,5.35576,0.0,0.0,0.0,0.7557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015199999999999999,0.0,0.04793,0.14625999999999997,0.00346,0.0,0.00722,20.52908,17.44456,0.35236,0.0,42.52603,0.0,0.12915,0.0,5.06228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14524,0.0,1.4747599999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.11038,0.0,0.0
S263,18.38305,0.0,0.0,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,1.1084200000000002,1.89672,0.0,2.3774100000000002,0.38015,3.48853,0.00209,2.12652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00716,0.0,0.08861999999999999,1.62554,0.012320000000000001,0.0,0.04715,2.43633,14.321910000000003,0.17670999999999998,0.0,37.52954,0.0,0.16567,0.14908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,12.6615,0.0,0.0
S264,3.7141900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4913600000000002,2.3304300000000002,0.0,8.43464,1.28449,3.69289,0.0,5.13617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08207,0.0,0.026709999999999998,2.29723,0.0,0.0,0.038130000000000004,18.8599,7.762939999999999,0.20094,0.94183,28.13213,0.0,1.7633299999999998,0.0,5.7875,0.0,0.0,0.0,0.00162,0.0,0.17358,0.0,0.0,0.0,0.08493,0.0,0.07754,0.0,0.0,0.0,0.0,5.68543,0.0,0.0
S268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.909800000000001,2.48421,0.0,2.50037,0.0,0.6859,0.02423,0.64103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.5430099999999999,4.0820300000000005,0.0,0.0006,0.00987,24.35671,30.1976,0.18023,0.24406000000000003,25.76854,0.0,0.1681,0.0,1.0143,0.0,0.0,0.0,0.0,0.0,0.06774,0.0,0.0,0.0,0.08907,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0
S269,0.0,0.0,0.0,0.03117,0.0,0.0,0.0,0.0,0.01789,0.0,1.2302300000000002,1.82449,0.0,3.0025299999999997,0.0,0.24905000000000002,0.0,3.35656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007209999999999999,0.02248,1.62267,0.09477,0.0,0.0,0.00943,16.491899999999998,16.47928,0.24411,0.31948000000000004,31.632029999999997,0.0,0.23187,0.0,8.409009999999999,0.0,0.0,0.0,0.0,0.0,0.01803,0.0,0.14031000000000002,0.0,0.17182,0.0,0.0,0.0,0.0,0.0,0.0,14.39369,0.0,0.0
S286,0.62543,0.0,0.02111,0.0,0.0,0.0,0.0,0.0,0.01699,0.0,8.0692,1.3645500000000002,0.0,19.00453,0.27302,2.4408600000000003,0.01696,2.43241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11102000000000001,0.0,0.65995,0.042499999999999996,0.0,0.0,0.03628,6.549550000000001,7.692169999999999,0.2447,0.0,41.869980000000005,0.0,0.08185,0.0,4.08782,0.0,0.0,0.0,0.05012,0.0,0.025349999999999998,0.05488,0.05208,0.0,0.34085,0.0,0.0,0.0,0.0,0.0,0.0,3.8358199999999996,0.0,0.0
S288,0.0,0.0,0.0,0.06918,0.0,0.0,0.0,0.0,0.0,0.0,0.00881,2.1250299999999998,0.0,11.447860000000002,0.11558,0.91441,0.39734,15.945880000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046700000000000005,0.0,0.02364,0.55255,0.0,0.0,0.28486,22.076159999999998,13.025420000000002,3.4750900000000002,0.08607000000000001,16.735449999999997,0.0,1.58141,0.0,0.00974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42696,0.0,0.66957,0.0,0.0,0.0,0.0,0.0,0.0,10.00966,0.0,0.014660000000000001
S297,0.39316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27079,1.4035799999999998,0.0,6.32893,0.37296999999999997,1.35303,0.05562,1.62995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9110299999999998,0.0,0.94433,0.03861,0.0,0.0,0.0,7.264620000000001,23.10695,0.2978,0.0,38.758849999999995,0.0,0.0842,0.0,5.37307,0.0,0.0,0.0,0.0,0.0,0.2343,0.0,0.18598,0.0,0.30448,0.0,0.0,0.0,0.0,0.0,0.0,0.68774,0.0,0.0
S334,0.0,0.0,0.0,0.01849,0.0,0.0,0.0,0.0,0.0,0.01024,13.150949999999998,3.31197,0.0,0.47713999999999995,0.0,0.024820000000000002,0.0,0.30312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3501,0.22413000000000002,0.00349,0.0,0.0,26.84136,15.010950000000001,0.0559,0.41038,38.54494,0.0,0.10297999999999999,0.0,0.35902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158,0.0,0.06343,0.0,0.0,0.0,0.0,0.0,0.0,0.69633,0.0,0.02444
S344,0.0,0.0,0.0,0.02304,0.0,0.0,0.0,0.0,0.0,0.0,1.18625,2.12803,0.0,18.61762,0.0,5.15071,1.6673699999999998,1.55065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021830000000000002,0.0,0.0,0.01188,0.0,0.00759,0.0,0.9121199999999999,0.85652,0.00455,0.0,0.15418,12.88742,12.817320000000004,0.94395,0.0447,35.07485,0.0,0.29938000000000003,0.0,4.96112,0.0,0.0,0.0,0.0,0.0,0.22057,0.0,0.28630999999999995,0.0,0.030350000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.14167000000000002,0.0,0.0
S353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00564,0.0,2.37129,0.39715,0.0,2.9502599999999997,0.20935,0.23097,0.32302,1.40937,0.0,0.0,0.0049299999999999995,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.21258,0.01066,0.01684,0.0,0.0,29.313160000000003,21.35861,0.01704,4.71119,24.570570000000004,0.0,2.73657,0.0,8.18221,0.0,0.0,0.0,0.0,0.015319999999999999,0.0,0.0,0.02187,0.0,0.0,0.0,0.67469,0.0,0.0,0.0,0.0,0.2242,0.0,0.028859999999999997
S365,8.111699999999999,0.0,0.0,0.005549999999999999,0.0,0.0,0.019209999999999998,0.0,0.01568,0.0,0.6890300000000001,0.3774599999999999,0.0,8.52357,0.24988000000000002,1.42482,0.00296,1.9077499999999998,0.0,0.0,0.0,0.0,0.008879999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.61926,0.24375,0.0,2.8457299999999996,0.8641200000000001,0.00346,0.0,0.00264,2.16482,3.3423,0.028069999999999998,0.7734099999999999,21.2035,0.0,0.93975,0.0,4.95808,0.0,0.0,0.0,0.0,0.06519,0.0,0.0,0.18252000000000002,0.0,31.70833,0.0,0.026789999999999998,0.09804,0.0,0.0,0.0,8.589269999999999,0.0,0.00447
S370,0.0,0.0,0.0,0.00312,0.0,0.0,0.0,0.0,0.2094,0.0,1.77718,0.59206,0.0,7.63447,0.51932,2.5064699999999998,0.0,7.95232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74526,0.13549000000000003,0.0,0.0,0.0127,8.97043,33.040549999999996,0.48689,0.00386,28.93143,0.0,0.21178999999999998,0.0,0.12506,0.0,0.0,0.0,0.0,0.0,0.03494,0.0,0.49547,0.0,1.1908,0.0,0.010029999999999999,0.0,0.0,0.0,0.0,0.41093,0.0,0.0
S378,3.1252400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5438,0.27290000000000003,0.0,3.67942,0.08859,2.55008,11.098889999999999,1.94624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06427999999999999,0.06224,0.16906,1.37543,0.0,0.0,0.24085,7.466550000000001,27.236499999999996,0.13717000000000001,2.61079,33.64732,0.0,1.21935,0.0,0.79543,0.0,0.0,0.0,0.0,0.05256,0.11612,0.0,0.06803,0.0,1.07921,0.0,0.28472,0.0,0.0,0.0,0.0,0.06924,0.0,0.0
S380,1.99995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8668500000000001,3.30569,0.0,2.2018299999999997,0.0,1.45668,2.19676,0.36312999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3576300000000003,0.27510999999999997,0.0,0.0,0.0,15.8588,21.84239,0.1004,0.49302,39.24764,0.0,5.117219999999999,0.0,0.02241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029100000000000003,0.0,0.010790000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.28035,0.0,0.00044
S381,3.6252699999999995,0.0,0.0,0.00675,0.0,0.0,0.0,0.0,0.0,0.0,4.6858,2.8229699999999998,0.0,6.849940000000001,0.04295,1.08788,0.0,2.65757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00419,0.0,0.0,0.00746,0.00892,0.06495,0.02545,13.14819,0.06084,0.00296,0.0,0.00118,8.00346,25.35938,0.04695,1.3265999999999998,19.455630000000003,0.0,2.49215,0.0,1.18832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20228000000000002,0.0,6.636620000000001,0.0,0.1781,0.0,0.0,0.0,0.0,0.0,0.0,0.0072
S389,0.0,0.0,0.0,0.00385,0.0,0.0,0.0,0.0,0.04245,0.0,3.6533599999999997,2.5911999999999997,0.0,2.28306,0.0,1.21479,0.36456,8.11974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00233,0.55783,1.93292,0.0,3.21416,0.09312999999999999,0.00403,0.0,0.0,9.30968,20.401850000000003,0.00185,0.0,22.217039999999997,0.0,0.40541,0.0,11.304219999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6392599999999999,0.0,9.982700000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.6442299999999999,0.01634,0.0
S398,0.0,0.0,0.0,0.0011099999999999999,0.0,0.0,0.0,0.0,0.00855,0.00345,5.87774,0.58141,0.0,22.29659,0.0,1.2538799999999999,0.0,3.9887900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545,0.0,2.6873000000000005,0.52507,0.0,0.0,0.03787,15.62363,9.61105,1.30932,0.31338,20.75579,0.0,0.25932,0.0,12.781369999999999,0.0,0.0,0.0,0.0,0.0,0.42673999999999995,0.0,0.17005,0.0,0.01965,0.0,0.0,0.0,0.0,0.0,0.0,1.4625,0.0,0.0
S421,0.00995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.60305,1.24673,0.0,3.62021,0.0,0.29306,0.01103,1.1883299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021830000000000002,0.0,0.0,0.01523,0.0,0.06806999999999999,0.06996000000000001,3.90402,1.1143500000000004,0.00244,0.0032300000000000002,0.011760000000000001,18.734979999999997,25.87575,0.68552,0.36946999999999997,36.61687,0.0121,0.14033,0.07492,1.0240999999999998,0.0,0.017230000000000002,0.0,0.0,0.0,0.04722,0.0,0.14931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06897,0.0,0.0
S422,0.6758099999999999,0.0,0.0,0.020520000000000004,0.0,0.0,0.02539,0.0,0.02409,0.01824,1.5289899999999996,0.9026099999999999,0.0,2.503,0.15012,0.7864200000000001,0.27391,1.4876999999999998,0.0,0.0,0.0,0.0,0.011729999999999999,0.0,0.0,0.0,0.00428,0.0,0.00402,0.025910000000000002,2.8144899999999997,0.10822000000000001,18.26883,0.05314000000000001,0.0,0.0,0.01376,25.821559999999998,20.193729999999995,0.02482,0.09896,20.44153,0.0,0.14972,0.00506,2.8002599999999997,0.0,0.0,0.0,0.0,0.00143,0.01272,0.0,0.50375,0.0,0.20678000000000002,0.0,0.01807,0.0,0.0,0.0,0.0,0.020390000000000002,0.0,0.0
S424,0.0,0.0,0.0,0.044680000000000004,0.0,0.0,0.01971,0.0,0.01043,0.044660000000000005,0.051750000000000004,5.27126,0.0,2.55884,0.4087,2.83873,0.66593,6.30398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08721,0.15069,0.6873400000000001,0.0,0.0,0.07214999999999999,5.16303,12.38008,0.9152100000000001,0.038130000000000004,51.903830000000006,0.0,1.86609,0.82176,0.03685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44718,0.0,0.0
S434,0.0,0.0,0.0,0.02825,0.0,0.0,0.02458,0.0,0.0,0.0459,0.31856000000000007,1.11777,0.0,4.99998,0.15300999999999998,1.10998,0.057139999999999996,1.64756,0.0,0.0,0.0,0.0,0.005679999999999999,0.0,0.0,0.00675,0.0,0.0,0.0017800000000000001,0.0,0.19508999999999999,0.10736000000000001,0.46193,9.64142,0.00715,0.0,0.030690000000000002,10.51098,15.972509999999998,1.3452,0.05998,47.30731,0.0,1.16869,0.005229999999999999,0.01919,0.0,0.0,0.0,0.0,0.0,0.03361,0.0,1.20988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4068099999999997,0.0,0.0
S436,10.47177,0.00725,0.0,0.0,0.0,0.0,0.0,0.0,0.0009400000000000001,0.0,0.05545,2.8131,0.0,19.444940000000003,0.8086800000000001,2.1687,4.40212,3.3568000000000002,0.0152,0.03826,0.0,0.007690000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02163,0.035699999999999996,0.0,0.0,0.00895,14.889889999999998,8.84488,0.31975,0.07973999999999999,14.76244,0.01766,0.56467,0.0,0.08521000000000001,0.0,0.0,0.0,0.0,0.0589,0.24679,0.0,1.15118,0.0,0.01746,0.0,0.00366,0.0,0.00078,0.0,0.0,15.29982,0.0,0.0
S439,0.0,0.0,0.0,0.008570000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.36448,0.7807999999999999,0.0,33.25293,0.0,2.1803,0.013890000000000001,0.0,0.0,0.0,0.0,0.0,0.01009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010400000000000001,0.00428,0.47291000000000005,5.982030000000001,0.0,0.001,0.18361,19.63545,12.651190000000001,1.6915499999999999,0.28353,15.850069999999999,0.0,0.25573,0.00235,4.720409999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04534,0.0,0.0,0.0,0.0,0.0,0.0,0.6077,0.0,0.00072
S446,1.0297399999999999,0.0,0.0,0.00881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22078000000000003,0.0,14.72956,0.0,2.12351,0.0,1.22869,0.0,0.0,0.0,0.0,0.01185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52435,0.92673,0.0,0.0,0.25864,27.61583,33.42845,0.29958,0.03127,14.249539999999998,0.0,1.6689999999999998,1.11348,0.0,0.0,0.0,0.0,0.0,0.0,0.02334,0.0,0.5068699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S451,0.0,0.0,0.0,0.0,0.0,0.0,0.01882,0.0,0.011980000000000001,0.02277,6.1166100000000005,4.03528,0.0,15.42322,0.23671999999999999,4.061889999999999,0.0,31.580640000000002,0.0,0.0,0.0,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5305500000000001,1.08601,0.0,0.0,0.031279999999999995,2.39323,16.11648,0.21654,0.53693,10.00163,0.0,3.77851,0.0,3.2895,0.0,0.0,0.0,0.019459999999999998,0.0,0.05611,0.0,0.16226000000000002,0.0,0.25644,0.0,0.0,0.0,0.0,0.0,0.0,0.008409999999999999,0.0,0.0
S456,0.0,0.0,0.0,0.009709999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.6553,2.6214700000000004,0.0,27.08316,0.65069,2.04337,0.00086,3.61661,0.0,0.0,0.0,0.0,0.00828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05558,0.0,2.4096,0.9691800000000002,0.0,0.0,0.047909999999999994,3.7935200000000004,15.405959999999999,1.10509,0.1749,33.587270000000004,0.0,0.21323,0.0,0.011170000000000001,0.0,0.0,0.0,0.0,0.12987,0.27971999999999997,0.0,1.5709600000000001,0.0,0.26567,0.0,0.0,0.0,0.0,0.0,0.0,2.2909200000000003,0.0,0.0
S458,6.1864799999999995,0.00519,0.0,0.04002,0.0,0.0,0.0,0.0,0.0,0.0,24.625329999999998,5.364939999999999,0.0,4.12784,0.1492,0.65351,0.06023,0.80699,0.0,0.0,0.0,0.0,0.007209999999999999,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,0.058539999999999995,0.0,1.6857799999999998,2.6678100000000002,0.0,0.018850000000000002,0.00498,6.746279999999999,8.758019999999998,0.10407999999999999,0.0111,29.283339999999995,0.0,4.492819999999999,1.11689,1.18518,0.0,0.0,0.0,0.0,0.01153,0.01612,0.0,0.6142000000000001,0.0,0.00313,0.0,0.0,0.0,0.0,0.0,0.01103,1.18297,0.0,0.0
S462,1.7892299999999999,0.0,0.0,0.00774,0.0,0.0,0.02005,0.0,0.0,0.024,0.06895,0.6766,0.0,14.022809999999998,0.07099,1.93599,2.19604,3.74935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08211,0.0,0.04733,0.01577,0.0036200000000000004,0.0,9.3715,4.20101,24.66482,0.40236,1.57053,22.492739999999998,0.0,5.50622,0.0,1.3433799999999998,0.0,0.0,0.0,0.19433,0.06707,0.56808,0.0,0.56374,0.0,0.14459,0.0,0.020030000000000003,0.0,0.0,0.0,0.0,4.1790199999999995,0.0,0.0
S463,0.7974399999999999,0.0,0.0,0.00324,0.0,0.0,0.0,0.0,0.0,0.0,15.41583,3.1952300000000005,0.0,2.7232,0.10382000000000001,1.20098,0.0,2.8741399999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07712,0.19936,0.00527,0.0,0.00143,29.25226,10.356129999999999,0.57521,0.0,28.018710000000002,0.0,1.6762100000000002,0.16597,0.0,0.0,0.0,0.0,0.0,0.0,0.07834999999999999,0.0,0.43344,0.0,0.13457,0.0,0.0,0.0,0.0,0.0,0.0,2.71211,0.0,0.0
S468,0.83064,0.0,0.0,0.38384,0.0,0.0,0.0,0.0,0.35385,0.0,4.17468,1.84912,0.0,0.10715,0.02201,0.03864,24.64221,0.13884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00733,0.0015300000000000001,22.64451,0.0,1.8271700000000002,1.9540199999999999,0.0,0.0,0.0,5.99613,6.3750599999999995,0.023719999999999998,0.11599000000000001,21.471740000000004,0.0,1.89462,4.58484,0.40454,0.0,0.0,0.0,0.0,0.0014199999999999998,0.00627,0.0,0.04425,0.0,0.08691,0.0,0.018940000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S470,0.8891899999999999,0.025960000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01321,7.53707,1.78161,0.0,5.726570000000001,0.38679,2.8830299999999998,2.3917900000000003,2.59172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00891,0.0,0.29835,6.11589,0.0,0.0,1.11594,5.2351,14.980899999999998,0.11252000000000001,0.57116,41.55215,0.0,0.09272999999999999,0.0,4.32038,0.0,0.0,0.0,0.0,0.0,0.01396,0.0,0.55801,0.0,0.20696,0.0,0.008,0.0,0.0,0.0,0.0,0.58212,0.0,0.0
S475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62108,0.69446,0.0,8.884730000000001,0.29505,0.67549,0.16733,1.31866,0.0,0.0,0.0,0.0,0.02359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7839800000000001,0.13382,0.0,0.0,0.0,15.38737,32.61074,0.34124,0.0,23.152589999999996,0.0,7.60454,0.0,0.02361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37044,0.0,0.52772,0.07191,0.0,0.0,0.0,0.0,0.0,2.31168,0.0,0.0
S476,0.0026699999999999996,0.0,0.0,0.15986,0.0,0.0,0.0,0.0,0.05896,0.0,4.14813,0.43166,0.0,7.16908,0.0,3.0446599999999995,0.0,2.18271,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.00969,0.0,0.41466,0.0,0.21171,1.75098,0.0,0.0,0.00054,9.704480000000002,13.43618,0.14982,0.01715,46.720589999999994,0.0,0.009890000000000001,0.0,5.744490000000001,0.0,0.0,0.0,0.0,0.0,0.30095,0.0,0.79077,0.0,1.3796599999999999,0.0,0.09261,0.0,0.0,0.0,0.0,2.0616,0.0,0.0
S478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979049999999999,3.19978,0.0,3.12073,1.22004,1.95627,1.44015,3.31891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61672,0.20067000000000002,0.035359999999999996,5.0271,0.0,0.0,0.015790000000000002,16.109729999999995,14.715060000000001,0.40967,0.72942,33.37402,0.0,0.9492200000000001,0.0,4.23409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04789,0.0,0.007050000000000001,0.0,0.0,0.0,0.05062,0.0,0.0,1.24264,0.0,0.0
S479,1.05626,0.0,0.0,0.04195,0.0,0.0,0.0,0.0,0.02882,0.0,3.5910899999999994,5.410290000000001,0.0,0.12561999999999998,0.01707,0.07615,0.75077,0.15275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35496,0.03783,0.0,0.0,0.0,10.44345,28.278219999999997,0.052110000000000004,0.04219,32.08631,0.0,15.368879999999999,0.0,0.9718500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08607,0.0,0.00744,0.0,0.0,0.0,0.0,0.0,0.0,0.01992,0.0,0.0
